year,first_name,middle_name,last_name,affiliation,original specialization,modified specializationmemoriam,email_affiliation,related_aff,umbrella_spec,,
1973,W.,French,Anderson,['University of Southern California Keck School of Medicine'],"['Molecular Biology', 'Immunology', 'Gene Transfer/Gene Therapy', 'Virology', 'Hematology', 'Pediatrics', 'Genetics']","['Hematology', 'Pediatrics', 'Genetics']",['ASCI'],[],[],,
1973,Nicholas,R.,Anthonisen,[],[],[],['ASCI'],[],[],,
1973,Howard,P.,Baden,"['Harvard Medical School, Massachusetts General Hospital']","['Molecular Biology', 'Dermatology', 'Genetics']","['Dermatology', 'Genetics']",['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,
1973,David,J.,Baylink,['Loma Linda University School of Medicine'],"['Endocrinology', 'Metabolism', 'Internal Medicine', 'Gene Transfer/Gene Therapy', 'Genetics']","['Endocrinology', 'Metabolism', 'Internal Medicine', 'Genetics']",['ASCI'],[],[],,
1973,Carl,J.,Bentzel,[],[],[],['ASCI'],[],[],,
1973,Jacques,J.,Bourgoignie,[],[],[],['ASCI'],[],[],,
1973,Kevin,J.,Catt,[],[],[],['ASCI'],[],[],,
1973,Wallace,A.,Clyde,[],"['Pediatrics', 'Infectious Disease']","['Pediatrics', 'Infectious Disease']",['ASCI'],[],[],,
1973,Sidney,,Cohen,['Jefferson Medical College of Thomas Jefferson University'],"['Gastroenterology', 'Administration']",['Gastroenterology'],['ASCI'],[],[],,
1973,Harvey,R.,Colten,[],[],[],['ASCI'],[],[],,
1973,Richard,A.,Cooper,[],[],[],['ASCI'],[],[],,
1973,Richard,L.,DeGowin,['University of Iowa Carver College of Medicine'],"['Internal Medicine', 'Hematology']","['Internal Medicine', 'Hematology']",['ASCI'],[],[],,
1973,Thomas,,Ferris,[],[],[],['ASCI'],[],[],,
1973,Bernard,N.,Fields,[],[],[],['ASCI'],[],[],,
1973,Jordan,N.,Fink,['Medical College of Wisconsin'],"['Allergy', 'Internal Medicine', 'Immunology']","['Allergy', 'Internal Medicine']",['ASCI'],[],[],,
1973,Bernard,G.,Forget,[],[],[],['ASCI'],[],[],,
1973,E,Lee,Forker,[],[],[],['ASCI'],[],[],,
1973,Michael,M.,Frank,[],[],[],['ASCI'],[],[],,
1973,Eugene,P.,Frenkel,[],[],[],['ASCI'],[],[],,
1973,Edward,D.,Frohlich,[],[],[],['ASCI'],[],[],,
1973,Phillip,,Gorden,['National Institutes of Health'],"['Metabolism', 'Diabetes', 'Endocrinology', 'Internal Medicine', 'Administration']","['Metabolism', 'Diabetes', 'Endocrinology', 'Internal Medicine']",['ASCI'],[],[],,
1973,Jared,J.,Grantham,[],[],[],['ASCI'],[],[],,
1973,Robert,I.,Gregerman,"['UT Health San Antonio, Joe R. & Teresa Lozano Long School of Medicine', ""Audie L Murphy Memorial Veterans' Administration Hospital""]","['Endocrinology', 'Bioethics', 'Geriatrics', 'Metabolism', 'Cell Biology']","['Endocrinology', 'Geriatrics', 'Metabolism']",['ASCI'],[],[],,
1973,Mitchell,L.,Halperin,['University of Toronto Faculty of Medicine'],"['Physiology', 'Nephrology', 'Metabolism']","['Nephrology', 'Metabolism']",['ASCI'],[],[],,
1973,Donald,R.,Harkness,['University of Wisconsin School of Medicine and Public Health'],"['Hematology', 'Internal Medicine', 'Administration']","['Hematology', 'Internal Medicine']",['ASCI'],[],[],,
1973,Peter,C.,Harpel,[],[],[],['ASCI'],[],[],,
1973,Charles,S,Hollander,[],[],[],['ASCI'],[],[],,
1973,Leon,W.,Hoyer,[],"['Immunology', 'Cell Biology', 'Internal Medicine', 'Hematology']","['Internal Medicine', 'Hematology']",['ASCI'],[],[],,
1973,John,J,Hutton,[],[],[],['ASCI'],[],[],,
1973,Jamshid,,Javid,[],"['Genetics', 'Hematology']","['Genetics', 'Hematology']",['ASCI'],[],[],,
1973,David,,Koffler,[],[],[],['ASCI'],[],[],,
1973,Peter,,Kohler,['Oregon Health Science University School of Medicine'],"['Endocrinology', 'Administration', 'Internal Medicine']","['Endocrinology', 'Internal Medicine']",['ASCI'],['Oregon Health & Science Affiliates*'],"['Oregon Health & Science University', 'Oregon Health Science University School of Medicine']",,
1973,Juha,P.,Kokko,['Emory University School of Medicine'],"['Nephrology', 'Administration']",['Nephrology'],['ASCI'],[],[],,
1973,Parviz,,Lalezari,[],[],[],['ASCI'],[],[],,
1973,Harold,E.,Lebovitz,['SUNY Downstate Medical Center'],"['Endocrinology', 'Diabetes', 'Internal Medicine']","['Endocrinology', 'Diabetes', 'Internal Medicine']",['ASCI'],[],[],,
1973,Robert,I.,Lehrer,"['University of California, Los Angeles, David Geffen School of Medicine']","['Microbiology', 'Immunology', 'Infectious Disease', 'Biochemistry']","['Microbiology', 'Infectious Disease']",['ASCI'],[],[],,
1973,Gerald,,Levey,[],[],[],['ASCI'],[],[],,
1973,Michael,D.,Levitt,['VAMC Minneapolis'],"['Administration', 'Gastroenterology']",['Gastroenterology'],['ASCI'],['VAMC Affiliates*'],"['VAMC Bedford, MA', 'VAMC Denver', 'VAMC Memphis', 'VAMC Miami', 'VAMC Minneapolis', 'VAMC San Diego', 'VAMC San Francisco', 'VAMC Seattle', 'VAMC Tucson', 'Veterans Administration Medical Center (Pittsburgh)', 'Veterans Health Administration']",,
1973,Marshall,A.,Lichtman,['University of Rochester School of Medicine & Dentistry'],"['Biochemistry', 'Cell Biology', 'Biophysics', 'Hematology', 'Biomedical Engineering']",['Hematology'],['ASCI'],[],[],,
1973,Stephen,D,Litwin,[],[],[],['ASCI'],[],[],,
1973,Ruy,V.,Lourenco,"['Rutgers, New Jersey Medical School']","['Administration', 'Pulmonology', 'Internal Medicine']","['Pulmonology', 'Internal Medicine']",['ASCI'],['Rutgers University Affiliates*'],"['Rutgers, New Jersey Medical School', 'Rutgers, Robert Wood Johnson Medical School', 'Rutgers, The State University of New Jersey']",,
1973,Ronald,A,Malt,[],[],[],['ASCI'],[],[],,
1973,Victor,J.,Marder,[],[],[],['ASCI'],[],[],,
1973,Simeon,,Margolis,['Johns Hopkins University School of Medicine'],"['Biochemistry', 'Metabolism', 'Cardiovascular Disease', 'Preventive Medicine', 'Endocrinology']","['Metabolism', 'Cardiovascular Disease', 'Endocrinology']",['ASCI'],['Johns Hopkins University Affiliates*'],"['Johns Hopkins Bloomberg School of Public Health', 'Johns Hopkins Medical Institutes', 'Johns Hopkins University School of Medicine']",,
1973,Manuel,,Martinez-Maldonado,['Ponce School of Medicine'],"['Internal Medicine', 'Administration', 'Hypertension', 'Nephrology']","['Internal Medicine', 'Nephrology']",['ASCI'],[],[],,
1973,William,L,McGuire,[],[],[],['ASCI'],[],[],,
1973,Eugene,,Morkin,[],[],[],['ASCI'],[],[],,
1973,Henry,L.,Nadler,[],[],[],['ASCI'],[],[],,
1973,John,T.,Nicoloff,"['University of Southern California Keck School of Medicine', 'University of Southern California Keck School of Medicine']","['Administration', 'Endocrinology']",['Endocrinology'],['ASCI'],[],[],,
1973,Michael,B.A.,Oldstone,['The Scripps Research Institute'],"['Neurology', 'Virology', 'Immunology', 'Infectious Disease']","['Neurology', 'Infectious Disease']",['ASCI'],[],[],,
1973,Jay,Donald,Ostrow,[],[],[],['ASCI'],[],[],,
1973,John,C,Parker,[],[],[],['ASCI'],[],[],,
1973,William,A.,Peck,['Washington University School of Medicine in St. Louis'],"['Metabolism', 'Cell Biology', 'Administration', 'Biochemistry', 'Endocrinology']","['Metabolism', 'Endocrinology']",['ASCI'],[],[],,
1973,Charles,E.,Rackley,['Georgetown University School of Medicine'],"['Cardiovascular Disease', 'Cardiology']","['Cardiovascular Disease', 'Cardiology']",['ASCI'],[],[],,
1973,Samuel,,Refetoff,['University of Chicago Pritzker School of Medicine'],"['Molecular Biology', 'Endocrinology', 'Genetics', 'Pediatrics', 'Laboratory Medicine']","['Endocrinology', 'Genetics', 'Pediatrics', 'Laboratory Medicine']",['ASCI'],[],[],,
1973,David,L.,Rimoin,[],[],[],['ASCI'],[],[],,
1973,John,B.,Robbins,[],[],[],['ASCI'],[],[],,
1973,William,S.,Robinson,['Stanford University School of Medicine'],[],[],['ASCI'],['Stanford University Affiliates*'],"['Stanford University School of Medicine', 'Stanford, Institute for Stem Cell Biology and Regenerative Medicine']",,
1973,Arnold,D.,Rubin,"['Rutgers, Robert Wood Johnson Medical School']","['Oncology', 'Immunology', 'Hematology', 'Bone marrow transplantation']","['Hematology', 'Bone marrow transplantation']",['ASCI'],['Rutgers University Affiliates*'],"['Rutgers, New Jersey Medical School', 'Rutgers, Robert Wood Johnson Medical School', 'Rutgers, The State University of New Jersey']",,
1973,Shaun,,Ruddy,[],[],[],['ASCI'],[],[],,
1973,Sydney,E,Salmon,[],[],[],['ASCI'],[],[],,
1973,John,E,Salvaggio,[],[],[],['ASCI'],[],[],,
1973,George,W,Santos,[],[],[],['ASCI'],[],[],,
1973,James,,Scheuer,['Albert Einstein College of Medicine of Yeshiva University'],"['Cardiovascular Disease', 'Cell Biology', 'Physiology', 'Bioethics', 'Internal Medicine']","['Cardiovascular Disease', 'Internal Medicine']",['ASCI'],[],[],,
1973,Gilbert,M.,Schiff,[],[],[],['ASCI'],[],[],,
1973,William,V,Shaw,[],[],[],['ASCI'],[],[],,
1973,Samuel,C.,Silverstein,['Columbia University College of Physicians & Surgeons'],"['Neurobiology', 'Infectious Disease', 'Monocytes', 'Cardiovascular Disease', 'Biochemistry', 'Cell Biology', 'Hematology', 'Pathology', 'Physiology', 'Immunology', 'Biophysics']","['Infectious Disease', 'Cardiovascular Disease', 'Hematology', 'Pathology']",['ASCI'],[],[],,
1973,David,P.,Simpson,['Madrona Research Institute'],"['Physiology', 'Nephrology', 'Cell Biology', 'Internal Medicine']","['Nephrology', 'Internal Medicine']",['ASCI'],[],[],,
1973,William,S.,Sly,['St. Louis University School of Medicine'],"['Cell Biology', 'Molecular Biology', 'Hepatology', 'Bone marrow transplantation', 'Genetics', 'Biochemistry']","['Hepatology', 'Bone marrow transplantation', 'Genetics']",['ASCI'],['St. Louis University Affiliates*'],"['St. Louis University Health Science Center', 'St. Louis University School of Medicine']",,
1973,Thomas,W,Smith,[],[],[],['ASCI'],[],[],,
1973,Warren,,Strober,['National Institutes of Health'],"['Internal Medicine', 'Laboratory Medicine']","['Internal Medicine', 'Laboratory Medicine']",['ASCI'],[],[],,
1973,Manning,M,Thaler,[],[],[],['ASCI'],[],[],,
1973,John,F.,Wilber,[],[],[],['ASCI'],[],[],,
1973,Kenneth,A.,Woeber,"['University of California, San Francisco, School of Medicine']","['Physiology', 'Metabolism', 'Endocrinology']","['Metabolism', 'Endocrinology']",['ASCI'],[],[],,
1974,Robert,H.,Allen,[],[],[],['ASCI'],[],[],,
1974,Elliot,,Alpert,"['University of California, San Diego, School of Medicine']","['Gastroenterology', 'Hepatology', 'Internal Medicine']","['Gastroenterology', 'Hepatology', 'Internal Medicine']",['ASCI'],[],[],,
1974,Barry,G.,Arnason,['University of Chicago Pritzker School of Medicine'],"['Neurology', 'Neurobiology', 'Immunology']",['Neurology'],['ASCI'],[],[],,
1974,Harry,,Beaty,[],[],[],['ASCI'],[],[],,
1974,John,E.,Bennett,"['NIH, National Institute of Minority Health and Health Disparities', 'NIH, National Institute of Allergy and Infectious Diseases (NIAID)']","['Oncology', 'Infectious Disease', 'Bone marrow transplantation', 'Hematology', 'Internal Medicine']","['Infectious Disease', 'Bone marrow transplantation', 'Hematology', 'Internal Medicine']",['ASCI'],['NIH Affiliates*'],"['NIH, Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)', 'NIH, National Cancer Institute (NCI)', 'NIH, National Center for Complementary and Integrative Health (NCCIH)', 'NIH, National Eye Institute (NEI)', 'NIH, National Heart, Lung, and Blood Institute (NHLBI)', 'NIH, National Human Genome Research Institute (NHGRI)', 'NIH, National Institute of Allergy and Infectious Diseases (NIAID)', 'NIH, National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS)', 'NIH, National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)', 'NIH, National Institute of Minority Health and Health Disparities', 'NIH, National Institute of Neurological Disorders and Stroke (NINDS)', 'NIH, National Institute on Aging (NIA)', 'NIH, National Institute on Alcohol Abuse and Alcoholism (NIAAA)']",,
1974,Henry,J.,Binder,['Yale School of Medicine'],['Gastroenterology'],['Gastroenterology'],['ASCI'],[],[],,
1974,Viktor,A.,Bokisch,[],[],[],['ASCI'],[],[],,
1974,Henry,R,Bourne,[],[],[],['ASCI'],[],[],,
1974,H.,Bryan,Brewer,"['Washington Hospital Center, Medstar Research Institute']",['Endocrinology'],['Endocrinology'],['ASCI'],['Washington Hospital Center Affiliates*'],"['Washington Hospital Center', 'Washington Hospital Center, Medstar Research Institute']",,
1974,William,A,Carter,[],[],[],['ASCI'],[],[],,
1974,Maria,D.,Catt,[],[],[],['ASCI'],[],[],,
1974,Inder,J.,Chopra,"['University of California, Los Angeles, David Geffen School of Medicine']","['Endocrinology', 'Internal Medicine']","['Endocrinology', 'Internal Medicine']",['ASCI'],[],[],,
1974,Neil,R.,Cooper,['The Scripps Research Institute'],"['Neurobiology', 'Immunology', 'Molecular Biology', 'Biochemistry', 'Virology']",[],['ASCI'],[],[],,
1974,H.,James,Day,"['Temple University, Lewis Katz School of Medicine']","['Hematology', 'Surgery', 'Oncology']","['Hematology', 'Surgery']",['ASCI'],[],[],,
1974,Ralph,B.,Dell,[],[],[],['ASCI'],[],[],,
1974,Darrell,D.,Fanestil,"['University of California, San Diego, School of Medicine']",['Nephrology'],['Nephrology'],['ASCI'],[],[],,
1974,Alexander,,Fefer,[],[],[],['ASCI'],[],[],,
1974,Michael,,Field,[],[],[],['ASCI'],[],[],,
1974,James,D.,Finkelstein,[],[],[],['ASCI'],[],[],,
1974,William,F,Friedman,[],[],[],['ASCI'],[],[],,
1974,Gottlieb,C,Friesinger,[],[],[],['ASCI'],[],[],,
1974,Warren,M.,Gold,"['University of California, San Francisco, School of Medicine']","['Pulmonology', 'Physiology']",['Pulmonology'],['ASCI'],[],[],,
1974,Peter,,Goldman,[],[],[],['ASCI'],[],[],,
1974,Ralph,,Goldsmith,[],[],[],['ASCI'],[],[],,
1974,Joseph,L.,Goldstein,['University of Texas Southwestern Medical Center'],"['Genetics', 'Cell Biology', 'Biochemistry', 'Molecular Biology', 'Metabolism', 'Cardiovascular Disease']","['Genetics', 'Metabolism', 'Cardiovascular Disease']",['ASCI'],[],[],,
1974,Sherwood,L.,Gorbach,['Tufts University School of Medicine'],['Infectious Disease'],['Infectious Disease'],['ASCI'],['Tuft University Affiliates*'],"['Tufts Medical Center', 'Tufts University School of Medicine']",,
1974,A,Arthur,Gottlieb,[],[],[],['ASCI'],[],[],,
1974,Darryl,K.,Granner,['Vanderbilt University School of Medicine'],"['Physiology', 'Molecular Biology', 'Endocrinology']",['Endocrinology'],['ASCI'],[],[],,
1974,Floyd,A.,Green,['University at Buffalo Jacobs School of Medicine and Biomedical Sciences'],['Rheumatology'],['Rheumatology'],['ASCI'],[],[],,
1974,William,B.,Greenough,['Johns Hopkins University School of Medicine'],"['Internal Medicine', 'Geriatrics', 'Tropical Medicine', 'General Medicine', 'Infectious Disease']","['Internal Medicine', 'Geriatrics', 'General Medicine', 'Infectious Disease']",['ASCI'],['Johns Hopkins University Affiliates*'],"['Johns Hopkins Bloomberg School of Public Health', 'Johns Hopkins Medical Institutes', 'Johns Hopkins University School of Medicine']",,
1974,Edward,D.,Harris,[],[],[],['ASCI'],[],[],,
1974,John,,Hayslett,[],[],[],['ASCI'],[],[],,
1974,James,C.,Hogg,['University of British Columbia School of Medicine'],"['Pathology', 'Pulmonology']","['Pathology', 'Pulmonology']",['ASCI'],[],[],,
1974,Norman,K.,Hollenberg,[],[],[],['ASCI'],[],[],,
1974,Harold,,Itskovitz,[],[],[],['ASCI'],[],[],,
1974,Ronald,,Kalkhoff,[],[],[],['ASCI'],[],[],,
1974,Charles,,Kirkpatrick,['University of Colorado School of Medicine'],"['Internal Medicine', 'Molecular Biology', 'Immunology', 'Allergy', 'Cell Biology', 'Infectious Disease']","['Internal Medicine', 'Allergy', 'Infectious Disease']",['ASCI'],['University of Colorado Affiliates*'],"['University of Colorado Health Sciences Center', 'University of Colorado School of Medicine']",,
1974,Bernard,,Kliman,[],[],[],['ASCI'],[],[],,
1974,James,P.,Knochel,['Presbyterian Hospital of Dallas'],"['Physiology', 'Nephrology', 'Internal Medicine', 'Environmental Medicine']","['Nephrology', 'Internal Medicine']",['ASCI'],[],[],,
1974,Peter,F.,Kohler,[],[],[],['ASCI'],[],[],,
1974,Sanford,B.,Krantz,['Vanderbilt University School of Medicine'],"['Molecular Biology', 'Pathology', 'Genetics', 'Cell Biology', 'Hematology', 'Developmental Biology', 'Immunology', 'Bone marrow transplantation', 'Oncology', 'Microbiology', 'Gene Transfer/Gene Therapy', 'Metabolism', 'Endocrinology', 'Internal Medicine', 'Biochemistry']","['Pathology', 'Genetics', 'Hematology', 'Bone marrow transplantation', 'Microbiology', 'Metabolism', 'Endocrinology', 'Internal Medicine']",['ASCI'],[],[],,
1974,Brigid,G,Leventhal,[],[],[],['ASCI'],[],[],,
1974,Ting-Kai,,Li,[],[],[],['ASCI'],[],[],,
1974,Albert,F.,Lobuglio,['University of Alabama at Birmingham School of Medicine'],"['Immunology', 'Oncology', 'Internal Medicine', 'Administration', 'Hematology']","['Internal Medicine', 'Hematology']",['ASCI'],[],[],,
1974,John,N.,Loeb,['Columbia University College of Physicians & Surgeons'],"['Internal Medicine', 'Physiology', 'Biochemistry', 'Biophysics', 'Endocrinology']","['Internal Medicine', 'Endocrinology']",['ASCI'],[],[],,
1974,Patrick,A.,McKee,['University of Oklahoma Health Sciences Center'],"['Administration', 'Biochemistry', 'Hematology', 'Thromboembolism', 'Cardiovascular Disease', 'Internal Medicine', 'Cardiology']","['Hematology', 'Cardiovascular Disease', 'Internal Medicine', 'Cardiology']",['ASCI'],[],[],,
1974,John,L.,McNay,['Indiana University School of Medicine'],"['Pharmacology', 'Cardiovascular Disease']",['Cardiovascular Disease'],['ASCI'],[],[],,
1974,Gerald,,Medoff,[],[],[],['ASCI'],[],[],,
1974,I.,George,Miller,['Yale School of Medicine'],"['Microbiology', 'Infectious Disease', 'Pediatrics', 'Virology', 'Epidemiology', 'Biochemistry', 'Molecular Biology']","['Microbiology', 'Infectious Disease', 'Pediatrics']",['ASCI'],[],[],,
1974,Robert,J.,Myerburg,['University of Miami Miller School of Medicine'],"['Cardiovascular Disease', 'Cardiology', 'Internal Medicine', 'Biophysics', 'Administration', 'Health services research']","['Cardiovascular Disease', 'Cardiology', 'Internal Medicine']",['ASCI'],[],[],,
1974,David,N,Orth,[],[],[],['ASCI'],[],[],,
1974,Oliver,E.,Owen,[],[],[],['ASCI'],[],[],,
1974,Harry,G.,Preuss,[],['Nutrition'],[],['ASCI'],[],[],,
1974,Steven,,Quarfordt,[],[],[],['ASCI'],[],[],,
1974,B.,Lawrence,Riggs,['Mayo Clinic'],['Endocrinology'],['Endocrinology'],['ASCI'],[],[],,
1974,James,A,Rose,[],[],[],['ASCI'],[],[],,
1974,Kenneth,M.,Rosen,[],[],[],['ASCI'],[],[],,
1974,Alan,S.,Rosenthal,['Oracle Consulting'],"['Immunology', 'Administration']",[],['ASCI'],[],[],,
